,ID,Fuel Type Code,Access Code,Geocode Status,Latitude,Longitude,City,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Connector Types,EV Pricing,CNG Dispenser Num,LPG Nozzle Types
5,81,CNG,public,GPS,42.37470554648246,-71.02654860574343,East Boston,MA,,,,,,4.0,
6,84,CNG,public,200-8,42.393167,-71.064352,Everett,MA,,,,,,1.0,
7,108,CNG,public,200-8,40.718037,-73.932309,Brooklyn,NY,,,,,,1.0,
8,112,CNG,public,200-8,40.64554,-73.918344,Brooklyn,NY,,,,,,1.0,
9,124,CNG,public,200-9,40.752903,-74.005831,New York,NY,,,,,,1.0,
10,125,CNG,public,200-8,40.729175,-73.97331,New York,NY,,,,,,1.0,
11,129,CNG,public,GPS,40.8441883,-73.8615724,Bronx,NY,,,,,,1.0,
12,130,CNG,public,200-9,40.979001,-73.693048,Rye,NY,,,,,,1.0,
13,132,CNG,public,200-8,40.769623,-73.843069,Queens,NY,,,,,,1.0,
16,248,CNG,public,200-9,41.736894,-72.660257,Hartford,CT,,,,,,2.0,
27,448,CNG,public,200-8,40.785664,-73.219818,Brentwood,NY,,,,,,1.0,
28,449,CNG,public,200-8,40.766799,-73.509603,Hicksville,NY,,,,,,1.0,
42,703,CNG,public,200-9,42.667569,-73.739345,Menands,NY,,,,,,2.0,
61,787,CNG,public,200-8,40.080572,-75.252389,Plymouth Meeting,PA,,,,,,1.0,
127,1252,CNG,private,200-9,40.72954,-73.6075,Garden City,NY,,,,,,,
187,7119,CNG,public,200-9,41.527246,-72.064419,Norwich,CT,,,,,,1.0,
210,12788,CNG,private,200-8,40.008558,-75.280726,Ardmore,PA,,,,,,,
230,13367,LPG,public,200-8,40.782618,-74.232109,West Orange,NJ,,,,,,,"[""ACME""]"
231,13401,LPG,public,200-9,41.651953,-74.672938,Monticello,NY,,,,,,,"[""ACME"", ""QUICK_CONNECT""]"
232,13444,LPG,public,GPS,42.8601082048398,-78.85922572883605,Buffalo,NY,,,,,,,"[""ACME""]"
233,13472,LPG,public,200-9,40.572305,-76.647804,Williamstown,PA,,,,,,,"[""ACME""]"
288,14889,LPG,public,GPS,41.7571537,-70.9465365,East Freetown,MA,,,,,,,"[""ACME""]"
340,18892,CNG,public,200-9,42.629512,-71.270846,Tewksbury,MA,,,,,,2.0,
341,18893,CNG,public,GPS,42.446147,-71.255103,Lexington,MA,,,,,,1.0,
342,18898,CNG,public,200-9,40.940028,-72.652774,Riverhead,NY,,,,,,1.0,
343,18900,CNG,public,200-8,40.648881,-73.707638,Valley Stream,NY,,,,,,1.0,
363,19158,LPG,public,200-9,42.181436,-72.578149,Chicopee,MA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
364,19160,LPG,public,200-9,42.11222,-72.711945,Westfield,MA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
365,19168,LPG,public,200-9,42.198516,-71.186058,Norwood,MA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
366,19171,LPG,public,200-9,42.246005,-70.938866,Weymouth,MA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
367,19173,LPG,public,GPS,41.665121,-70.301508,Hyannis,MA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
368,19175,LPG,public,200-9,41.66074,-70.941909,New Bedford,MA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
369,19176,LPG,public,GPS,41.9809283,-71.3303894,North Attleboro,MA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
370,19180,LPG,public,200-9,41.70186,-71.399194,Warwick,RI,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
372,19275,LPG,public,GPS,40.526297,-80.211333,Coraopolis,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
373,19276,LPG,public,200-9,40.516269,-79.954447,Glenshaw,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
374,19280,LPG,public,200-9,40.341375,-79.964158,Pleasant Hills,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
375,19281,LPG,public,200-9,40.516645,-80.004231,Pittsburgh,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
376,19282,LPG,public,200-9,40.199432,-80.205843,Washington,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
377,19287,LPG,public,200-9,42.153379,-79.989521,Erie,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
378,19288,LPG,public,GPS,40.499992,-78.389966,Altoona,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
379,19297,LPG,public,200-9,40.320352,-76.791595,Harrisburg,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
380,19302,LPG,public,200-9,41.243146,-76.994371,Williamsport,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
381,19307,LPG,public,GPS,40.625824,-75.433108,Allentown,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
382,19310,LPG,public,200-8,41.412464,-75.672469,Scranton,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
383,19327,LPG,public,200-8,39.957666,-75.218648,Philadelphia,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
384,19330,LPG,public,200-8,40.052496,-75.051064,Philadelphia,PA,,,,,,,"[""QUICK_CONNECT"", ""ACME""]"
657,20881,LPG,public,200-7,41.0283246232818,-75.32831652645872,Reeders,PA,,,,,,,"[""ACME""]"
660,20905,CNG,public,200-9,41.901602,-70.975499,Middleborough,MA,,,,,,1.0,
661,20908,CNG,private,200-8,40.19994,-80.003416,Finleyville,PA,,,,,,,
701,21435,CNG,private,200-9,43.169231,-77.661407,Rochester,NY,,,,,,,
809,23206,CNG,private,200-9,40.067935,-74.182404,Lakewood Township,NJ,,,,,,2.0,
810,23208,CNG,private,GPS,40.730667,-74.039876,Jersey City,NJ,,,,,,,
820,23459,CNG,private,200-9,44.444992,-73.204727,South Burlington,VT,,,,,,1.0,
841,24846,CNG,private,GPS,40.0427358,-75.3194549,Rosemont,PA,,,,,,,
849,25426,CNG,private,200-8,40.44652,-79.88617,Wilkinsburg,PA,,,,,,2.0,
1046,28252,BD,private,GPS,40.860392,-73.552931,Oyster Bay,NY,,,,,,,
1138,29571,BD,public,200-9,42.745934,-73.681895,Troy,NY,,,,,,,
1139,29591,E85,public,200-9,40.320439,-79.941912,Pittsburgh,PA,,,,,,,
1211,30261,E85,public,200-9,40.437695,-79.774261,Monroeville,PA,,,,,,,
1212,30262,E85,public,200-9,40.44772,-80.157405,Pittsburgh,PA,,,,,,,
1227,30355,CNG,public,200-9,42.139911,-71.21695,Walpole,MA,,,,,,1.0,
1292,30834,CNG,private,200-8,40.74099,-73.849958,Flushing,NY,,,,,,,
1496,32785,CNG,private,200-9,43.083477,-79.043775,Niagara Falls,NY,,,,,,,
1500,32837,CNG,private,200-9,40.850018,-73.878128,Bronx,NY,,,,,,,
1501,32838,CNG,private,200-8,40.838672,-73.877566,Bronx,NY,,,,,,,
1502,32839,CNG,private,200-8,40.661038,-73.864438,Brooklyn,NY,,,,,,,
1503,32840,CNG,private,GPS,40.6529,-74.0023,Brooklyn,NY,,,,,,3.0,
1528,32973,ELEC,public,GPS,44.469281,-73.154972,South Burlington,VT,,6.0,,J1772,Free,,
1543,33001,E85,public,200-9,40.692812,-73.464669,Massapequa,NY,,,,,,,
1550,33025,E85,public,200-9,42.78657,-73.99777,Schenectady,NY,,,,,,,
1638,33393,E85,public,200-9,41.039006,-73.865296,Irvington,NY,,,,,,,
1644,33404,E85,public,200-9,40.715264,-73.393473,Lindenhurst,NY,,,,,,,
1645,33414,BD,public,200-9,41.945281,-71.426814,Cumberland,RI,,,,,,,
1658,33486,LPG,public,GPS,42.5497889,-76.6744609,Trumansburg,NY,,,,,,,"[""ACME"", ""QUICK_CONNECT""]"
1659,33488,BD,public,200-8,40.721806,-74.258273,Maplewood,NJ,,,,,,,
1671,33538,CNG,private,200-8,40.773093,-73.839802,Flushing,NY,,,,,,,
1687,33620,BD,private,GPS,40.350011,-74.604169,Princeton,NJ,,,,,,,
1699,33676,E85,private,GPS,40.350011,-74.604169,Princeton,NJ,,,,,,,
1724,33799,E85,public,GPS,40.00178,-79.046458,Somerset,PA,,,,,,,
1725,33801,E85,public,GPS,40.0586825,-78.0817503,Waterfall,PA,,,,,,,
1743,33847,E85,private,200-8,42.629724,-73.776371,Albany,NY,,,,,,,
1744,33849,E85,public,200-9,41.23846,-73.701367,Bedford Hills,NY,,,,,,,
1745,33851,E85,private,200-9,43.090389,-76.094177,Syracuse,NY,,,,,,,
1746,33854,E85,private,200-8,41.509275,-74.06745,Newburgh,NY,,,,,,,
1775,33986,BD,private,200-8,40.931706,-73.766018,Larchmont,NY,,,,,,,
1776,33989,BD,private,200-8,41.101648,-73.952196,West Nyack,NY,,,,,,,
1785,34212,LPG,public,GPS,40.407344,-75.582789,Bally,PA,,,,,,,"[""ACME""]"
1786,34216,E85,public,200-9,41.194311,-73.880944,Croton-on-Hudson,NY,,,,,,,
1955,35055,CNG,public,200-9,44.461715,-73.215217,Burlington,VT,,,,,,2.0,
1957,35058,CNG,private,200-9,40.823429,-74.20904,Montclair,NJ,,,,,,,
1958,35060,CNG,private,200-8,40.808151,-73.902589,Bronx,NY,,,,,,,
1959,35062,CNG,private,GPS,40.59081575559057,-73.61398058095091,Point Lookout,NY,,,,,,,
1960,35063,CNG,private,200-8,40.755225,-73.357445,Wyandanch,NY,,,,,,,
1962,35065,CNG,private,200-9,40.033503,-75.321377,Bryn Mawr,PA,,,,,,,
1963,35066,CNG,private,200-9,40.761973,-77.8767,State College,PA,,,,,,,
1964,35067,CNG,private,200-9,39.95215,-75.591362,West Chester,PA,,,,,,2.0,
1988,35135,CNG,private,200-9,42.331874,-71.064222,Boston,MA,,,,,,,
1998,35203,E85,public,200-9,39.810352,-74.736957,Shamong,NJ,,,,,,,
2007,35227,CNG,private,200-9,40.23782,-74.73677,Trenton,NJ,,,,,,,
2020,35301,CNG,private,200-9,41.714291,-72.617841,Glastonbury,CT,,,,,,,
2023,35309,CNG,public,200-9,39.417088,-74.538731,Egg Harbor Township,NJ,,,,,,2.0,
2025,35317,CNG,public,200-8,42.861455,-78.800352,Buffalo,NY,,,,,,2.0,
2026,35318,CNG,public,200-8,40.800178,-72.921177,Yaphank,NY,,,,,,1.0,
2037,35430,E85,public,200-9,40.927328,-72.764756,Calverton,NY,,,,,,,
2038,35431,E85,public,200-9,41.146978,-73.933908,Congers,NY,,,,,,,
2039,35432,E85,public,200-9,40.915415,-72.348133,Water Mill,NY,,,,,,,
2076,35537,E85,public,200-9,40.754913,-74.228564,East Orange,NJ,,,,,,,
2079,35546,E85,public,GPS,40.63169,-80.055663,Wexford,PA,,,,,,,
2087,35562,ELEC,private,200-9,42.702424,-73.857693,Albany,NY,1.0,7.0,,J1772 NEMA520,Free,,
2089,35579,E85,public,200-9,40.691422,-73.477561,Massapequa,NY,,,,,,,
2107,35614,E85,public,200-9,40.882367,-73.220888,Kings Park,NY,,,,,,,
2108,35616,E85,public,200-9,39.866251,-79.745619,Uniontown,PA,,,,,,,
2151,35734,LPG,public,GPS,41.28868064529406,-72.67329693386841,Guilford,CT,,,,,,,"[""ACME"", ""QUICK_CONNECT""]"
2153,35768,LPG,public,200-9,40.791572,-80.095189,Zelienople,PA,,,,,,,"[""ACME""]"
2172,35822,E85,public,200-9,42.715671,-73.81201,Albany,NY,,,,,,,
2173,35824,E85,public,200-9,40.844044,-73.277126,Commack,NY,,,,,,,
2174,35825,E85,public,GPS,42.601571,-73.792571,Glenmont,NY,,,,,,,
2175,35828,E85,public,200-9,40.791371,-73.41706,Melville,NY,,,,,,,
2176,35832,E85,public,200-9,40.977334,-73.695826,Rye,NY,,,,,,,
2177,35835,E85,public,GPS,41.248483,-74.172356,Southfields,NY,,,,,,,
2186,35921,E85,public,200-9,40.76473,-73.022956,Patchogue,NY,,,,,,,
2190,35942,CNG,private,200-9,40.2097,-74.126084,Wall Township,NJ,,,,,,1.0,
2203,35983,E85,public,200-9,40.845379,-73.273087,Commack,NY,,,,,,,
2204,35985,E85,public,200-9,40.657774,-73.649095,Rockville Centre,NY,,,,,,,
2205,35986,E85,public,200-9,40.946992,-72.929752,Rocky Point,NY,,,,,,,
2211,36163,LPG,public,GPS,41.2831442,-74.933472,Dingmans Ferry,PA,,,,,,,"[""ACME"", ""QUICK_CONNECT""]"
2217,36296,CNG,public,200-9,41.810889,-72.708142,Bloomfield,CT,,,,,,2.0,
2218,36299,CNG,private,200-9,41.556621,-72.78944,Meriden,CT,,,,,,,
2219,36300,CNG,public,200-9,41.290827,-72.98485,West Haven,CT,,,,,,2.0,
2225,36309,CNG,public,200-9,39.410942,-74.53063,Egg Harbor Township,NJ,,,,,,4.0,
2226,36310,CNG,public,GPS,40.691831,-74.184861,Newark,NJ,,,,,,2.0,
2227,36311,CNG,public,200-9,40.453507,-80.085371,Pittsburgh,PA,,,,,,1.0,
2236,36327,E85,public,GPS,40.939222,-72.289942,Bridgehampton,NY,,,,,,,
2237,36328,E85,public,200-9,40.799926,-73.173583,Islandia,NY,,,,,,,
2248,36368,ELEC,public,GPS,40.286518,-74.807516,Ewing,NJ,,1.0,,J1772,Free,,
2266,36583,CNG,private,200-8,40.592118,-73.585241,Point Lookout,NY,,,,,,,
2293,36779,CNG,public,200-9,40.873372,-73.274183,Kings Park,NY,,,,,,1.0,
2310,36842,E85,public,200-9,40.221416,-77.163219,Carlisle,PA,,,,,,,
2311,36843,E85,public,GPS,40.198392,-77.155333,Carlisle,PA,,,,,,,
2312,36844,E85,public,200-9,40.325543,-76.78252,Harrisburg,PA,,,,,,,
2332,36923,ELEC,public,GPS,41.157925,-73.240315,Fairfield,CT,,2.0,,J1772,Free,,
2333,36924,ELEC,public,200-9,41.305794,-72.927405,New Haven,CT,2.0,2.0,,J1772 NEMA520,Free,,
2334,36925,ELEC,public,200-9,41.305265,-72.934141,New Haven,CT,,5.0,,J1772,Free,,
2335,36926,ELEC,public,GPS,41.304245,-72.928369,New Haven,CT,,3.0,,J1772,Free,,
2336,36928,ELEC,public,GPS,41.355486,-72.093784,New London,CT,2.0,4.0,,J1772 NEMA520,Free,,
2337,36931,ELEC,public,200-8,41.119291,-73.369266,Westport,CT,1.0,1.0,,J1772 NEMA520,Free,,
2338,36932,ELEC,public,200-9,41.951328,-72.663078,Suffield,CT,,2.0,,J1772,Free,,
2377,37615,BD,private,200-9,41.526802,-72.063684,Norwich,CT,,,,,,,
2399,37679,ELEC,private,GPS,41.770428,-72.687141,Hartford,CT,,2.0,,J1772,,,
2400,37681,ELEC,private,GPS,41.879631,-72.729919,Windsor,CT,,3.0,,J1772,,,
2403,37813,ELEC,public,GPS,42.36262,-72.5395,Hadley,MA,,1.0,,J1772,Free,,
2406,38035,E85,public,GPS,40.836058,-72.744764,Eastport,NY,,,,,,,
2424,38096,ELEC,private,200-9,41.765253,-72.671569,Hartford,CT,,2.0,,J1772,,,
2425,38254,ELEC,public,GPS,42.349249,-71.041557,Boston,MA,,2.0,,J1772,,,
2445,38486,CNG,private,GPS,40.34086257096189,-79.91543528703306,West Mifflin,PA,,,,,,,
2454,38500,E85,public,200-9,40.829874,-73.014191,Farmingville,NY,,,,,,,
2469,38525,ELEC,public,200-9,42.372442,-71.122882,Cambridge,MA,1.0,4.0,,J1772 NEMA515,Free,,
2470,38561,BD,private,200-8,40.665994,-73.538672,Bellmore,NY,,,,,,,
2471,38563,BD,private,200-8,40.858225,-73.386115,Greenlawn,NY,,,,,,,
2472,38564,BD,private,200-8,40.766924,-72.997863,Patchogue,NY,,,,,,,
2473,38565,BD,private,200-8,40.766992,-73.509655,Hicksville,NY,,,,,,,
2494,39060,CNG,public,200-8,39.914001,-75.108896,Camden,NJ,,,,,,2.0,
2510,39210,E85,public,GPS,40.9386342806941,-73.00980312540894,Mt. Sinai,NY,,,,,,,
2511,39211,E85,public,200-9,40.862041,-73.057233,Selden,NY,,,,,,,
2536,39601,CNG,private,200-9,44.46355,-73.127563,Williston,VT,,,,,,,
2833,40324,E85,public,200-9,40.753274,-73.703397,New Hyde Park,NY,,,,,,,
2834,40325,E85,public,200-9,41.555133,-74.004052,Newburgh,NY,,,,,,,
2873,40572,ELEC,public,200-9,41.997588,-72.583384,Enfield,CT,,1.0,,J1772,Free,,
2890,40632,E85,public,200-9,40.904439,-73.787691,New Rochelle,NY,,,,,,,
2898,40697,ELEC,public,200-9,40.397876,-75.588988,Bally,PA,,2.0,,J1772,Free,,
2913,40811,ELEC,private,GPS,42.677227,-70.839264,Ipswich,MA,,1.0,,J1772,,,
2943,41049,ELEC,private,200-9,40.453507,-80.085371,Pittsburgh,PA,,1.0,,J1772,,,
2955,41127,ELEC,public,GPS,42.562222,-70.88959,Beverly,MA,,2.0,,J1772,Free,,
2959,41175,CNG,private,200-9,40.453507,-80.085371,Pittsburgh,PA,,,,,,,
2977,41240,ELEC,private,GPS,40.867403,-73.906405,Bronx,NY,,2.0,,J1772,$0.13 per kWh,,
3043,41849,ELEC,public,GPS,40.350118,-74.662732,Princeton,NJ,,2.0,,J1772,,,
3049,41976,CNG,private,200-8,40.89887,-74.633999,Mt. Arlington,NJ,,,,,,,
3058,42016,ELEC,public,200-8,41.96108,-71.494611,North Smithfield,RI,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3060,42043,ELEC,private,200-9,41.071157,-73.549133,Stamford,CT,,1.0,,J1772,,,
3062,42076,E85,public,200-9,41.387482,-72.158661,Waterford,CT,,,,,,,
3065,42091,CNG,public,200-9,39.697476,-75.112075,Glassboro,NJ,,,,,,2.0,
3066,42092,CNG,public,200-9,43.135479,-76.087402,Syracuse,NY,,,,,,2.0,
3067,42093,CNG,public,200-9,42.844172,-78.747585,Buffalo,NY,,,,,,2.0,
3079,42169,ELEC,public,GPS,42.232376,-71.019877,Quincy,MA,,2.0,,J1772,,,
3098,42404,ELEC,public,200-9,40.632138,-80.054285,Wexford,PA,,1.0,,J1772,,,
3099,42423,ELEC,public,200-9,41.823099,-71.347614,East Providence,RI,,6.0,,J1772,Free,,
3118,42590,CNG,public,200-9,42.340677,-79.595958,Westfield,NY,,,,,,1.0,
3145,42689,ELEC,private,200-9,41.526802,-72.063684,Norwich,CT,,4.0,,J1772,,,
3155,42888,ELEC,public,GPS,41.742755,-71.428289,Warwick,RI,,1.0,,J1772,Free,,
3156,42907,ELEC,public,200-9,40.663848,-74.216585,Elizabeth,NJ,,2.0,,J1772,Free,,
3159,42966,ELEC,public,GPS,40.492883,-80.200182,Moon,PA,,2.0,,J1772,,,
3162,43071,CNG,public,200-8,40.208133,-80.273462,Washington,PA,,,,,,2.0,
3163,43090,ELEC,public,200-9,43.199508,-72.820633,South Londonderry,VT,,1.0,,J1772,Free,,
3168,43178,ELEC,public,GPS,42.525121,-71.713346,Leominster,MA,,2.0,,J1772,,,
3169,43182,ELEC,public,GPS,42.5703,-71.41896,Westford,MA,,2.0,,J1772,,,
3170,43186,ELEC,public,GPS,42.260546,-71.794678,Worcester,MA,,2.0,,J1772,,,
3182,43260,ELEC,public,GPS,39.934849,-75.029991,Cherry Hill,NJ,,2.0,,J1772,,,
3212,43572,E85,public,200-9,40.877161,-73.325083,East Northport,NY,,,,,,,
3214,43616,ELEC,public,GPS,41.811817,-72.261825,Storrs,CT,,1.0,,J1772,Free,,
3231,43645,CNG,private,200-8,43.247885,-73.674145,Fort Edward,NY,,,,,,2.0,
3232,43646,CNG,private,200-9,42.881532,-76.971415,Geneva,NY,,,,,,,
3237,43659,LNG,public,200-9,40.23601,-77.122908,Carlisle,PA,,,,,,,
3238,43660,LNG,public,200-9,41.028604,-77.522787,Mill Hall,PA,,,,,,,
3239,43662,LNG,public,200-9,40.169869,-79.731593,Smithton,PA,,,,,,,
3262,43699,CNG,public,200-8,41.741747,-72.659203,Hartford,CT,,,,,,2.0,
3286,43760,ELEC,private,GPS,41.742755,-71.428289,Warwick,RI,,1.0,,J1772,Free,,
3298,43834,ELEC,public,200-9,41.769417,-72.681825,Hartford,CT,1.0,1.0,,J1772 NEMA515,Free,,
3302,43860,ELEC,public,200-9,42.358449,-71.055089,Boston,MA,,2.0,,J1772,Free,,
3303,43865,ELEC,public,GPS,42.799163,-70.847133,Newburyport,MA,,2.0,,J1772,,,
3304,43868,ELEC,public,GPS,42.032751,-71.311914,Plainville,MA,,2.0,,J1772,,,
3314,44012,ELEC,public,GPS,44.015999,-73.165412,Middlebury,VT,,2.0,,J1772,,,
3333,44174,ELEC,public,200-9,41.504105,-74.068916,Newburgh,NY,,1.0,,J1772,Free,,
3334,44175,ELEC,private,200-9,41.504105,-74.068916,Newburgh,NY,,1.0,,J1772,,,
3335,44176,ELEC,public,GPS,42.451285,-75.100333,Oneonta,NY,,2.0,2.0,CHADEMO J1772 J1772COMBO,Free,,
3336,44177,ELEC,private,GPS,42.451285,-75.100333,Oneonta,NY,,1.0,,J1772,,,
3337,44178,ELEC,public,200-9,42.784867,-78.76558,Orchard Park,NY,,1.0,,J1772,Free,,
3338,44179,ELEC,private,200-9,42.784867,-78.76558,Orchard Park,NY,,1.0,,J1772,,,
3339,44180,ELEC,public,GPS,40.792986,-73.00827,Patchogue,NY,,1.0,1.0,CHADEMO J1772,Free,,
3340,44181,ELEC,private,GPS,40.792986,-73.00827,Patchogue,NY,,1.0,,J1772,,,
3341,44182,ELEC,public,200-9,44.667361,-73.444894,Plattsburgh,NY,,1.0,,J1772,Free,,
3342,44183,ELEC,private,200-9,44.667361,-73.444894,Plattsburgh,NY,,1.0,,J1772,,,
3343,44184,ELEC,public,200-9,40.996358,-73.669405,Port Chester,NY,,1.0,,J1772,Free,,
3344,44185,ELEC,private,200-9,40.996358,-73.669405,Port Chester,NY,,1.0,,J1772,,,
3345,44186,ELEC,public,GPS,40.924758,-72.704752,Riverhead,NY,,2.0,2.0,CHADEMO J1772 J1772COMBO,Free,,
3346,44187,ELEC,private,GPS,40.924758,-72.704752,Riverhead,NY,,1.0,,J1772,,,
3347,44188,ELEC,public,200-8,43.077581,-77.641934,Rochester,NY,,3.0,,J1772,Free,,
3348,44189,ELEC,private,200-8,43.077581,-77.641934,Rochester,NY,,1.0,,J1772,,,
3349,44190,ELEC,public,200-9,40.859886,-73.162067,St. James,NY,,1.0,1.0,CHADEMO J1772,,,
3350,44191,ELEC,private,200-9,40.859886,-73.162067,St. James,NY,,1.0,,J1772,,,
3351,44192,ELEC,public,200-9,42.764517,-73.88522,Schenectady,NY,,1.0,,J1772,Free,,
3352,44193,ELEC,private,200-9,42.764517,-73.88522,Schenectady,NY,,1.0,,J1772,,,
3353,44198,ELEC,private,200-9,40.809865,-73.507761,Syosset,NY,,1.0,,J1772,,,
3354,44201,ELEC,public,200-9,40.670497,-73.717206,Valley Stream,NY,,1.0,,J1772,Free,,
3355,44202,ELEC,private,200-9,40.670497,-73.717206,Valley Stream,NY,,1.0,,J1772,,,
3356,44203,ELEC,public,200-9,40.809865,-73.507761,Syosset,NY,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3357,44204,ELEC,public,200-9,42.095812,-76.003703,Vestal,NY,,1.0,,J1772,Free,,
3358,44205,ELEC,private,200-9,42.095812,-76.003703,Vestal,NY,,1.0,,J1772,,,
3359,44206,ELEC,public,200-9,41.587383,-73.908392,Wappingers Falls,NY,,1.0,,J1772,Free,,
3360,44207,ELEC,private,200-9,41.587383,-73.908392,Wappingers Falls,NY,,1.0,,J1772,,,
3361,44208,ELEC,public,200-9,43.204065,-77.478237,Webster,NY,,1.0,,J1772,Free,,
3362,44209,ELEC,private,200-9,43.204065,-77.478237,Webster,NY,,1.0,,J1772,,,
3363,44212,ELEC,public,200-8,40.753954,-73.561974,Westbury,NY,,1.0,1.0,CHADEMO J1772,Free,,
3364,44213,ELEC,private,200-8,40.753954,-73.561974,Westbury,NY,,1.0,,J1772,,,
3365,44216,ELEC,public,GPS,42.96275,-78.691132,Williamsville,NY,,1.0,,J1772,Free,,
3366,44218,ELEC,public,200-8,41.289317,-73.835547,Yorktown Heights,NY,,2.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3367,44219,ELEC,private,200-8,41.289317,-73.835547,Yorktown Heights,NY,,1.0,,J1772,,,
3413,44317,ELEC,public,200-9,42.676971,-73.787334,Albany,NY,,1.0,,J1772,Free,,
3414,44318,ELEC,private,200-9,42.676971,-73.787334,Albany,NY,,1.0,,J1772,,,
3415,44319,ELEC,public,200-9,42.979725,-78.797346,Amherst,NY,,2.0,,J1772,Free,,
3416,44321,ELEC,public,200-9,42.966894,-76.535879,Auburn,NY,,1.0,,J1772,Free,,
3417,44323,ELEC,public,200-8,40.758245,-73.776954,Bayside,NY,,1.0,,J1772,Free,,
3418,44324,ELEC,private,200-8,40.758245,-73.776954,Bayside,NY,,1.0,,J1772,,,
3419,44325,ELEC,public,200-9,41.071072,-73.950866,Blauvelt,NY,,1.0,,J1772,Free,,
3420,44326,ELEC,private,200-9,41.071072,-73.950866,Blauvelt,NY,,1.0,,J1772,,,
3421,44327,ELEC,public,200-9,40.636324,-74.019228,Brooklyn,NY,,1.0,,J1772,Free,,
3422,44328,ELEC,private,200-9,40.636324,-74.019228,Brooklyn,NY,,1.0,,J1772,,,
3423,44329,ELEC,public,200-9,40.589167,-73.960707,Brooklyn,NY,,1.0,,J1772,Free,,
3424,44330,ELEC,private,200-9,40.589167,-73.960707,Brooklyn,NY,,1.0,,J1772,,,
3425,44331,ELEC,public,200-9,43.147147,-76.114274,Cicero,NY,,1.0,,J1772,Free,,
3426,44332,ELEC,private,200-9,43.147147,-76.114274,Cicero,NY,,1.0,,J1772,,,
3427,44333,ELEC,public,200-9,43.100001,-77.481422,East Rochester,NY,,1.0,,J1772,Free,,
3428,44334,ELEC,private,200-9,43.100001,-77.481422,East Rochester,NY,,1.0,,J1772,,,
3429,44336,ELEC,public,200-9,40.622268,-73.742699,Inwood,NY,,1.0,,J1772,Free,,
3430,44337,ELEC,private,200-9,40.622268,-73.742699,Inwood,NY,,1.0,,J1772,,,
3431,44338,ELEC,public,200-9,42.435042,-76.5088,Ithaca,NY,,1.0,,J1772,Free,,
3432,44339,ELEC,private,200-9,42.435042,-76.5088,Ithaca,NY,,1.0,,J1772,,,
3433,44342,ELEC,public,200-9,40.707242,-73.803844,Jamaica,NY,,1.0,,J1772,Free,,
3434,44343,ELEC,private,200-9,40.707242,-73.803844,Jamaica,NY,,1.0,,J1772,,,
3435,44344,ELEC,public,200-9,43.025044,-74.358103,Johnstown,NY,,1.0,,J1772,Free,,
3436,44345,ELEC,private,200-9,43.025044,-74.358103,Johnstown,NY,,1.0,,J1772,,,
3437,44346,ELEC,public,GPS,40.71693,-73.630152,Hempstead,NY,,1.0,1.0,CHADEMO J1772,Free,,
3438,44347,ELEC,private,GPS,40.71693,-73.630152,Hempstead,NY,,1.0,,J1772,,,
3439,44348,ELEC,public,GPS,42.16246,-76.867435,Horseheads,NY,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3440,44349,ELEC,private,GPS,42.16246,-76.867435,Horseheads,NY,,1.0,,J1772,,,
3441,44350,ELEC,public,GPS,40.834455,-73.379693,Huntington Station,NY,,1.0,1.0,CHADEMO J1772,Free,,
3442,44351,ELEC,private,GPS,40.834455,-73.379693,Huntington Station,NY,,1.0,,J1772,,,
3443,44352,ELEC,public,GPS,41.948965,-74.032033,Kingston,NY,,1.0,1.0,CHADEMO J1772,Free,,
3444,44354,ELEC,public,200-9,43.128557,-78.696197,Lockport,NY,,1.0,,J1772,Free,,
3445,44355,ELEC,private,200-9,43.128557,-78.696197,Lockport,NY,,1.0,,J1772,,,
3448,44358,ELEC,public,200-9,41.40859,-74.413372,New Hampton,NY,,1.0,,J1772,Free,,
